medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
E8D4DBC75C6D57BC7D59611125EAD764,FF8CD3890CEFB5CB37F36E06C4222570,VTS,1,,2013-12-03 12:17:00,2013-12-03 13:03:00,1,2760,11.55,-73.862968,40.769196,-73.978455,40.762676
5E12C0553CB579E9B835D4BBD703FB34,D543FDE805C5975D87AA7DCEAD533E37,VTS,1,,2013-12-05 22:24:00,2013-12-05 22:32:00,2,480,2.10,-73.980675,40.74765,-73.958206,40.764675
B33E704CC189E80C9671230C16527BBC,6789C77E1CBDC850C450D72204702976,VTS,1,,2013-12-03 12:53:00,2013-12-03 13:01:00,6,480,.80,-73.969925,40.758148,-73.9618,40.766636
ACBED2EC7C4E0B57925ECEF3C7B2CE5F,0BF04B415C2D16DD7B6A22286CF94220,VTS,1,,2013-12-03 12:48:00,2013-12-03 13:02:00,1,840,1.73,-73.999046,40.744381,-73.974983,40.744389
1A6C96C943057A7348818AC20B8D8A36,32B3DD9301AE64A8ACAFE15170E35324,VTS,1,,2013-12-05 22:20:00,2013-12-05 22:32:00,1,720,1.97,-73.991211,40.750656,-73.979492,40.773636
6902E3F375899EAFC50A40DBD191D340,0F51E0C88BD265002475FF9E88A02D13,VTS,1,,2013-12-03 12:52:00,2013-12-03 13:04:00,1,720,1.00,-73.971336,40.765366,-73.9823,40.75708
915035EB102DB4C5E07336F607FA0A7D,D1A9EE32DFCA83EE977E86D7B4908DA1,VTS,1,,2013-12-05 22:29:00,2013-12-05 22:31:00,1,120,.71,-74.008591,40.718956,-74.014793,40.715313
0A6F3D74857E2B7AD7F0F12C643B7348,096B3772C11738500DCC5209443E4B55,VTS,1,,2013-12-05 22:20:00,2013-12-05 22:35:00,5,900,3.70,-73.961082,40.780594,-73.9953,40.73373
6AF797A6A38F0E9C7BBC5CA381FCA41A,FC38D6DA26A4D21DCF25332E39F31070,VTS,1,,2013-12-03 12:57:00,2013-12-03 13:03:00,6,360,.76,-73.952148,40.778221,-73.951492,40.770012
3E29713986A6762D985C4FC53B177F61,564F38A1BC4B1AA7EC528E6C2C81EAAC,VTS,1,,2013-12-03 12:45:00,2013-12-03 13:05:00,1,1200,1.79,-73.987816,40.759747,-73.98494,40.741936
EB929B730D1FDD367322103EBC7B48F9,BBF878F0D64BB603728501117169DBC0,VTS,1,,2013-12-05 22:29:00,2013-12-05 22:35:00,2,360,.89,-73.989357,40.757622,-73.978653,40.762096
A49C37EB966E7B05E69523D1CB7BE303,54A9CAD6FB5E9EF05408CEF1231B8BE3,VTS,2,,2013-12-05 22:02:00,2013-12-05 22:35:00,6,1980,18.12,-73.786926,40.641632,-73.973473,40.758194
7F0FEE5505F26A7F4435E693588EF88A,5EE411E88227808CC0F777344E1C548D,VTS,1,,2013-12-03 14:24:00,2013-12-03 14:36:00,6,720,1.66,-73.99807,40.755882,-73.978607,40.765057
C2CC24411E3027A1C290062ADFDBD68C,EA35AF6A6222EA99C5FFECA186742A86,VTS,1,,2013-12-05 23:52:00,2013-12-05 23:54:00,5,120,.42,-73.983604,40.741165,-73.985992,40.743984
9396AA98E92043C26AAB08664B7C9D04,73CECCE9B2ECB8A4E69CA912384567A9,VTS,1,,2013-12-05 23:43:00,2013-12-05 23:54:00,4,660,2.75,-74.003738,40.738441,-73.981262,40.771809
93348FD67218388AB97BADCE42D1A6B4,D0948D4E7462D52AC1460013DCAD2A6B,VTS,1,,2013-12-05 23:35:00,2013-12-05 23:50:00,5,900,2.15,-73.984596,40.752701,-73.987823,40.731789
FD3677D466E4C0909725B7C43DC82274,A2BF87A556759EB1BA7CFA98243A5640,VTS,1,,2013-12-03 14:28:00,2013-12-03 14:37:00,1,540,.14,-74.001083,40.736748,-73.99897,40.7234
113065F700BC8FD82F9495243C5C03C3,5904DF506B512A387481D5DD327D8AE8,VTS,1,,2013-12-05 23:50:00,2013-12-05 23:57:00,1,420,1.43,-73.993179,40.742146,-73.98307,40.753338
4C9A59318D9994096DD068C0B275CECA,4A2154A40D38770245967918789C3DCE,VTS,1,,2013-12-03 14:13:00,2013-12-03 14:16:00,1,180,.00,-73.93734,40.758202,-73.93734,40.758209
E0600C169DAB1E5E301DFF249E5C6ACA,DECB0F82B0C2D182904EC906CB97217B,VTS,1,,2013-12-03 13:38:00,2013-12-03 14:11:00,1,1980,3.43,-73.99411,40.75148,-73.95237,40.7663
E0C1D6335F006B3CB919EE58FD24E43E,F177FFFAB6380C43B6C1E23436215C4D,VTS,1,,2013-12-05 23:25:00,2013-12-05 23:38:00,4,780,2.99,-73.974174,40.763332,-73.987251,40.729256
61487CEF9292FF5349BD16EED14B8F92,6EAED50030F53297837B5528F58B4729,VTS,1,,2013-12-05 23:31:00,2013-12-05 23:37:00,1,360,.90,-73.967224,40.757408,-73.977165,40.764217
9E73EBBBFEFE74E51DEC4AB047501223,3D1F95B8341983A5DE1975C97CA6AF58,VTS,1,,2013-12-05 23:30:00,2013-12-05 23:39:00,1,540,1.39,-73.976791,40.72694,-73.998611,40.734131
BEFAAC1B4501C29C0B7A7B358B3564DD,20A76FBF85436E6218C8E1D6FAA8BBAA,VTS,1,,2013-12-05 23:26:00,2013-12-05 23:37:00,3,660,3.01,-73.982506,40.748108,-73.983887,40.779823
87EC71AD17EADAF165B14AA80C54063A,F33B5D83FEFFA64954A09CB2EFBB19D2,VTS,1,,2013-12-05 23:27:00,2013-12-05 23:38:00,1,660,2.07,-74.00322,40.734348,-73.986839,40.756622
C1440004513830CAD030DB48F44D0129,8A0535970AE97A80308B313D60B3DCFC,VTS,1,,2013-12-05 23:24:00,2013-12-05 23:36:00,1,720,1.67,-73.994469,40.735252,-73.989815,40.718998
0EB253AE94130E03868E1B1B6DA0AB82,FF421629E07FBEF405B1A8BC58BA989B,VTS,1,,2013-12-05 23:17:00,2013-12-05 23:35:00,5,1080,4.76,-73.990013,40.756626,-73.921967,40.757198
0851CB006745FF526AECFDABEBAE4C80,C54775E60E86B0E23407BDD4D6560499,VTS,1,,2013-12-05 23:32:00,2013-12-05 23:39:00,6,420,1.50,-73.993546,40.738625,-73.984467,40.751217
C703E0BC6A8677741E74962F130AD35B,9CA0EE0D72706FD3529786AFE6DA4072,VTS,1,,2013-12-05 23:36:00,2013-12-05 23:37:00,6,60,.52,-73.96489,40.772526,-73.96273,40.778301
78FD0655D0CBD598C17BFA40654850E2,A5D7A4EA72DAF6D393087ACA90838E46,VTS,1,,2013-12-05 23:26:00,2013-12-05 23:36:00,1,600,2.52,-74.004143,40.738228,-73.979439,40.764706
A9B68F086A4DE47FE4F3E0C8ED2C6324,D0882FE1F2D275E1099667C4786F223C,VTS,1,,2013-12-05 23:20:00,2013-12-05 23:38:00,1,1080,3.90,-73.971283,40.754326,-73.923508,40.761192
AEAF9AA9B14A582B207FE045A358064E,9FE900B44DF616CB29231AAF76A62820,VTS,1,,2013-12-05 23:31:00,2013-12-05 23:40:00,2,540,1.69,-73.981819,40.751705,-74.003372,40.743671
74ABD808193D2A4FCE23A937A45491B5,8521D9C76C064EC9971998CA2DCCEC7B,VTS,1,,2013-12-03 12:37:00,2013-12-03 12:59:00,1,1320,3.53,-74.002541,40.728951,-73.967354,40.760616
34C41003789263790C8447D7E70F5ABC,69ECA60E6FD2B9780F64D1C7B2167FEF,VTS,1,,2013-12-03 12:31:00,2013-12-03 13:00:00,1,1740,8.96,-73.873093,40.774166,-73.994026,40.746513
EE61CB79E10A3CC29AF018848DEC722B,D0715BAE5FEA5D14700C15B0E36DA520,VTS,1,,2013-12-03 12:46:00,2013-12-03 12:58:00,1,720,1.65,-73.967377,40.788086,-73.96846,40.770344
C5B775E3447AE3938CECC185FD9D24E3,5A79C9AD327CACC06B55C518AA726653,VTS,1,,2013-12-03 12:51:00,2013-12-03 12:58:00,1,420,.57,-73.998611,40.739883,-73.991249,40.739777
7CA54C91904E6E0D9A538559BE136E10,C54A05CECF991281B080D2BCA697D89A,VTS,1,,2013-12-05 22:06:00,2013-12-05 22:29:00,6,1380,7.39,-73.955742,40.767715,-73.956245,40.716038
EF982BAB1C7C5D928D5F51143A861D27,7009B57AF6F9D819E8C322F01E3C47BC,VTS,1,,2013-12-03 12:48:00,2013-12-03 12:58:00,1,600,3.67,-73.86277,40.769039,-73.892265,40.748974
C8863CEC3E6F44057326BA8B3FCE3AB9,B23B4FF0C3D5074BA2BA99C206DB8B01,VTS,1,,2013-12-03 12:55:00,2013-12-03 13:00:00,1,300,.92,-73.981613,40.743973,-73.99102,40.734039
AF8345375BA63B1AD7662650FBEB01B9,E223AE2292BAC82CD9711DE9C5B2FC92,VTS,1,,2013-12-03 12:41:00,2013-12-03 12:58:00,2,1020,2.03,-73.982307,40.773739,-73.95903,40.775169
0EB29F048D86E991B57979BEBFF4861B,810C3B0B90EF375F41F2967504BAE6A6,VTS,1,,2013-12-03 12:47:00,2013-12-03 13:01:00,1,840,2.19,-73.967773,40.792511,-73.980125,40.766441
2D76170B2CC1D22099C499F76910B4E1,4F8F81E2F629B2979BD2B5F4580B2CA1,VTS,1,,2013-12-05 22:21:00,2013-12-05 22:31:00,1,600,2.94,-74.014282,40.715755,-73.99427,40.741058
BA57B240D0EEE2F434E1172F2555CFF1,DB776CDF0829DE9AB0BB31EBFBE62EF6,VTS,1,,2013-12-05 23:39:00,2013-12-05 23:54:00,2,900,4.35,-73.966354,40.794506,-74.005081,40.740501
4BAE6D942BFE9A75CA494B728EA59D99,13C87B55905B89E3F01839771F0FF427,VTS,1,,2013-12-03 14:31:00,2013-12-03 14:36:00,6,300,1.04,-73.959061,40.76992,-73.948219,40.774536
00FF7906D2968161B83E04AF033CF02E,56C3CF679D6F316E81874B9628B6D8C7,VTS,1,,2013-12-05 23:54:00,2013-12-05 23:56:00,1,120,.64,-73.947639,40.783451,-73.953674,40.775414
7EC8C1A14F64DAAB46FDEE5FB6623978,A2A1775AC1DD254E55CA959FC877CCA2,VTS,1,,2013-12-05 23:46:00,2013-12-05 23:52:00,2,360,1.33,-73.919548,40.758389,-73.927544,40.742168
A60582B24EA74057215C310935AA3493,3B1EC68F7C2435433BDA0DE7DB05AF68,VTS,1,,2013-12-05 23:50:00,2013-12-05 23:53:00,2,180,.91,-74.005112,40.720673,-73.999184,40.744465
96E920D1D4069633D511E4BF73A70C9A,08546BE69295143FD56B2E46AFF5BC3C,VTS,1,,2013-12-03 14:30:00,2013-12-03 14:37:00,1,420,.60,-73.966087,40.758522,-73.970863,40.750866
473358A2046414278A8B1B4B21D33582,BAA76362B2630EDF65C139D3E4B9543E,VTS,1,,2013-12-05 23:42:00,2013-12-05 23:56:00,1,840,4.30,-73.989372,40.719929,-73.954414,40.72826
F8A229F4C6A7E9C28A49C5D584A52760,1AE90BB276E38CFD0CD3DD41BE3C7995,VTS,1,,2013-12-03 14:27:00,2013-12-03 14:38:00,2,660,1.83,-73.970718,40.798466,-73.982224,40.776516
8CE248163C832F44F9C6BB59A8B90707,5672C8E1B2384586B74A540F8051E363,VTS,1,,2013-12-03 14:23:00,2013-12-03 14:35:00,1,720,3.88,-74.008209,40.70491,-73.978821,40.737007
9D997B1D650DB99DD177D2574CC9D2B3,4952A94276FC302F788357CEFDF8F491,VTS,1,,2013-12-05 23:14:00,2013-12-05 23:54:00,2,2400,8.84,-73.986122,40.75832,-73.909004,40.678192
8BE796EBC7CE941D4181D6A287EF3C45,D320C3F4741688FFE7127D88435E0F2C,VTS,1,,2013-12-05 23:48:00,2013-12-05 23:57:00,2,540,2.02,-73.976311,40.780602,-73.946999,40.771969
7177FBDAE37C7F1EF3A56BD716EA33BE,66247EF813C97BBF19B98B55AD7FCCDB,VTS,1,,2013-12-03 14:25:00,2013-12-03 14:38:00,1,780,1.46,-73.970078,40.759541,-73.968834,40.767857
469A346C7019700E8B8B6524B75CB7DE,40DC757C0B8D6B53F44D0625B10F9467,VTS,1,,2013-12-03 14:04:00,2013-12-03 14:06:00,1,120,.49,-73.949471,40.781342,-73.954208,40.778469
ECB99E39D0FEBA1938CEB2C5696CB9B1,13C28E62FC8B36C76E2C98D33130DBDC,VTS,1,,2013-12-05 23:49:00,2013-12-05 23:56:00,1,420,1.10,-73.980797,40.749653,-73.989342,40.748566
486655A6D6DBE566B22DD0E447B8154D,236BF589FCA4A477F52B355319A44918,VTS,1,,2013-12-03 14:23:00,2013-12-03 14:31:00,1,480,.64,-73.974113,40.763287,-73.963097,40.758427
1891EB6E8135D88E255E52BB3A9D2E4D,B06FE0F38EDF773AF2D72B55FF576400,VTS,1,,2013-12-05 23:44:00,2013-12-05 23:57:00,5,780,3.42,-73.939545,40.758389,-73.94561,40.775379
1BAAF73C51D8FB7A324BD70A010184D0,9C93EC68ED4978B5F13F8FDACA926E23,VTS,1,,2013-12-03 14:06:00,2013-12-03 14:37:00,2,1860,4.96,-73.96109,40.810181,-73.984528,40.748363
0D527AB4187771DACE75CF790E6448F1,0F8E1E6C14D3BF9816EED6CE4034744E,VTS,1,,2013-12-05 23:48:00,2013-12-05 23:53:00,5,300,.80,-73.966164,40.758167,-73.962135,40.760696
47537578B06C874F6B1AC6AE4250069F,CC5C952D237A0D2EF82DF1737F3BEF7D,VTS,1,,2013-12-05 22:51:00,2013-12-05 22:58:00,1,420,1.27,-73.991463,40.727116,-73.998627,40.740211
88D13BD5FFEB5C3CA0E69D24F8C009C0,DF63BCEE5786E3346759FAA7481A45D2,VTS,1,,2013-12-03 13:10:00,2013-12-03 13:29:00,1,1140,1.99,-73.991646,40.750202,-73.97097,40.761116
3074074E572AC65D2B2658DF7D9EFEFA,7D19541B06CB3EAB0AA9E46E8B27140C,VTS,1,,2013-12-03 13:25:00,2013-12-03 13:28:00,1,180,.34,-74.000572,40.718506,-73.996346,40.717663
EDA6226F0594BBA08DF4835BEBB2B24F,3A82C9D4CBEA215783C938D57F1AB095,VTS,1,,2013-12-03 12:31:00,2013-12-03 13:31:00,1,3600,11.00,-73.873253,40.774006,-73.97522,40.759346
8B54EDCD5AC703E60BE5B12C93C0E3F1,2C0E76C8C5BC740A01506C53E4206BEC,VTS,1,,2013-12-05 22:44:00,2013-12-05 22:55:00,6,660,2.28,-73.991295,40.749866,-73.991867,40.726036
D3EA25A4194981FD8B9E4CB7A61DC5AB,5CDAF4C9A0DBC2C2C7C0A61A7F4985EC,VTS,1,,2013-12-03 12:58:00,2013-12-03 13:28:00,1,1800,9.72,-73.983162,40.766476,-73.872726,40.77433
46C9A8E006F3AEEE91DA3C7A3EEBA550,EFCADE267F285B7542C2E64C813CE26F,VTS,1,,2013-12-03 14:05:00,2013-12-03 14:17:00,1,720,1.29,-73.991074,40.732487,-73.984993,40.745098
61693E1D5D2EC1818DF6F5EFBEC6225F,628BD040976D08B687A2699217157F5F,VTS,1,,2013-12-05 23:21:00,2013-12-05 23:24:00,3,180,.77,-73.982193,40.72813,-73.978348,40.722363
0AF3E5BE2C7E0D065807031EC98BC930,ACE412FDEC9581FBCC4853582486E9DC,VTS,1,,2013-12-03 13:59:00,2013-12-03 14:12:00,6,780,2.09,-74.007629,40.711674,-73.993454,40.731041
3B3BF1F4AD0BBA3965AA84436F81B497,BF7218840875D48E35E3908BDE66B1AB,VTS,1,,2013-12-03 14:09:00,2013-12-03 14:17:00,1,480,1.16,-73.986534,40.742947,-73.973892,40.751377
9730AFBE8E88604CA7BE8224C3D06F16,9BD092821E21BCB35E04C424B397CDEC,VTS,1,,2013-12-03 14:02:00,2013-12-03 14:18:00,6,960,2.33,-73.978447,40.763676,-73.951118,40.777847
03A6307BA4258D12260DFC2E74CEA7B4,87A4EA2ACB2B961B22B29FE50A2F8143,VTS,1,,2013-12-05 23:28:00,2013-12-05 23:39:00,1,660,1.75,-73.983948,40.74361,-74.0056,40.738331
479D0A450FE2536023A99C619635D570,59707874C033BC0F4B0D21BB83CBDF97,VTS,2,,2013-12-03 13:34:00,2013-12-03 14:18:00,1,2640,16.55,-73.789459,40.646908,-73.974785,40.755348
E2FD499AAB985F4CCEBA955C92842C51,D37258099119DF54150A88BD7B35AA76,VTS,1,,2013-12-03 13:54:00,2013-12-03 14:16:00,2,1320,2.45,-73.978867,40.759071,-73.955299,40.782654
D8DFDC9BFAE1C789D65BE2074FAE987A,402CDA282943D328965F0BF380467AAC,VTS,1,,2013-12-03 13:57:00,2013-12-03 14:21:00,1,1440,7.98,-73.863899,40.769314,-73.962265,40.755146
66FF15C9D7FCB6C429821DF00FABE051,190F7CD2701FF548F636E8A5D581709B,VTS,1,,2013-12-03 14:12:00,2013-12-03 14:22:00,5,600,1.83,-73.981606,40.766235,-73.973701,40.789455
8CE240F0796D072D5DCFE06A364FB5A0,BFC25A33372452A23A4119CEE37335CC,VTS,1,,2013-12-03 14:14:00,2013-12-03 14:19:00,1,300,1.00,-74.004425,40.74168,-74.007225,40.731056
1E382090C15DF8B41B5D221A60958733,6DC841A5F028073A75BD0F570AB57035,VTS,1,,2013-12-03 14:06:00,2013-12-03 14:17:00,1,660,.86,-73.989586,40.735256,-73.985764,40.745022
0A98C39EFB8FC144AD266417455C13F3,87D7BBCB6F1E6166442E9F48A346B60A,VTS,1,,2013-12-05 23:12:00,2013-12-05 23:41:00,1,1740,11.60,-73.866425,40.771229,-73.980415,40.742764
D623C90327F3253FEF1B5F628C2C054B,3015CC2D0A73900D00B6DDCF3C3606DD,VTS,1,,2013-12-03 13:41:00,2013-12-03 14:17:00,3,2160,3.86,-73.990669,40.736664,-73.989082,40.757793
AFBD97DE005C47CA8FD7A6F8159EA666,F27233962890346836804BCB164DA1C4,VTS,1,,2013-12-03 14:03:00,2013-12-03 14:16:00,1,780,1.37,-73.982483,40.762741,-73.985252,40.747726
427F9A3F45D3107003402DCCF2EDDD33,14E03FF9068C5953F50645462A6F57E3,VTS,1,,2013-12-03 14:14:00,2013-12-03 14:20:00,5,360,1.37,-73.969032,40.767498,-73.956322,40.78437
6C394D1F58385C9888347C58531904AB,881BEE66929A490040B56EE5999FB019,VTS,1,,2013-12-03 12:54:00,2013-12-03 13:09:00,5,900,1.77,-73.979805,40.755974,-73.979912,40.772881
0B0291D54AEF33BF894B20614BCD6F38,C1E0107B430800ABA0BB6B5967609C2D,VTS,1,,2013-12-03 13:01:00,2013-12-03 13:08:00,5,420,1.35,-73.97377,40.76379,-73.980988,40.747585
7DC35AB155502A9A6AE9356EF7CA4CC1,81F72A01905D6F833B2E5B650D502C02,VTS,1,,2013-12-05 22:22:00,2013-12-05 22:35:00,1,780,3.10,-74.003815,40.726055,-73.995972,40.696049
22598B8259F8ED1DCC1D4C57E49CF4CF,AEAD6789762B173568D0150483FF0D08,VTS,1,,2013-12-03 12:55:00,2013-12-03 13:05:00,1,600,5.64,-73.993782,40.769592,-73.94577,40.833023
F01BC9DAD356135B2309B04F6B453E50,5C65AE892E9FECF59B4FF176C0980E74,VTS,1,,2013-12-05 22:19:00,2013-12-05 22:42:00,1,1380,6.62,-74.012032,40.703976,-73.981133,40.784374
8E2E4C6A7943A9D72BF70207C6CFFAB9,14BD3DF5B9EF9711ABAEF40A69859B21,VTS,1,,2013-12-05 22:31:00,2013-12-05 22:42:00,6,660,3.20,-73.96759,40.760487,-73.935089,40.767147
48C222C1A6750AA9450D0C82DD08FB98,1F656EE38C25FFC6E611D196FAA8800C,VTS,1,,2013-12-05 22:29:00,2013-12-05 22:38:00,2,540,1.69,-73.976135,40.788635,-73.955307,40.780285
35C926E90ACF71B5DDD229B497FCE4EE,05C719333288CDAFCB386D8AE923512B,VTS,1,,2013-12-05 23:43:00,2013-12-05 23:52:00,2,540,1.39,-74.00695,40.72897,-73.985069,40.72448
7181737C1274E597B4C054D185748A62,535D90DE3511B4A10118D23CB3FD5A4F,VTS,1,,2013-12-03 14:33:00,2013-12-03 14:37:00,1,240,.57,-74.009163,40.715523,-74.016579,40.716007
F4DCD863746AA22A7736CD0EBD2853A4,FEA046D3A48B1BAD2F35D65704323F94,VTS,2,,2013-12-03 14:35:00,2013-12-03 14:35:00,1,0,.00,0,0,0,0
7544B7CAF81FF0B702CACECA457AD02B,D85DAA078BEE6753D5A85E0FBDD3208B,VTS,1,,2013-12-05 23:38:00,2013-12-05 23:54:00,1,960,11.68,-73.783592,40.648754,-73.866982,40.76881
0CFCEC473FD10743267399B4B00A9D5B,91CA238C53B6E03E011C00AB5007C949,VTS,1,,2013-12-05 23:41:00,2013-12-05 23:53:00,4,720,3.37,-73.977676,40.725903,-74.00177,40.755768
7F6AA27BBC347965367E0E35EC494869,A9C20EB60EA1D84F645B7D46EB59A7F5,VTS,1,,2013-12-05 23:51:00,2013-12-05 23:54:00,1,180,.70,-73.981079,40.750317,-73.973068,40.753273
9C93E30D2CFC79A3053CB907BB93537F,A2DC39E9985B67D5623A7CB8383067F3,VTS,1,,2013-12-05 23:52:00,2013-12-05 23:54:00,6,120,.61,-73.952721,40.776718,-73.94735,40.782097
